,Match ID,Date,Venue,Bat First,Bat Second,Winner,Target Score,Chased,Defended
1658,1349132,2022-12-18,Gahanga International Cricket Stadium,Uganda,Tanzania,Uganda,108,No,Yes
1659,1349133,2022-12-18,Gahanga International Cricket Stadium,Rwanda,Tanzania,Tanzania,119,Yes,No
1660,1349134,2022-12-19,Gahanga International Cricket Stadium,Uganda,Tanzania,Tanzania,133,Yes,No
1661,1349136,2022-12-20,Gahanga International Cricket Stadium,Tanzania,Rwanda,Tanzania,135,No,Yes
1662,1349137,2022-12-20,Gahanga International Cricket Stadium,Rwanda,Uganda,Uganda,68,Yes,No
1663,1349138,2022-12-22,Gahanga International Cricket Stadium,Tanzania,Rwanda,Tanzania,137,No,Yes
1664,1349139,2022-12-22,Gahanga International Cricket Stadium,Uganda,Tanzania,Uganda,184,No,Yes
1665,1349140,2022-12-23,Gahanga International Cricket Stadium,Uganda,Rwanda,Uganda,109,No,Yes
1666,1349379,2022-12-15,UKM-YSD Cricket Oval,Singapore,Qatar,Qatar,131,Yes,No
1667,1349380,2022-12-16,UKM-YSD Cricket Oval,Qatar,Malaysia,Malaysia,127,Yes,No
1668,1349382,2022-12-18,UKM-YSD Cricket Oval,Bahrain,Qatar,Bahrain,165,No,Yes
1669,1349383,2022-12-18,UKM-YSD Cricket Oval,Malaysia,Singapore,Malaysia,208,No,Yes
1670,1349384,2022-12-19,UKM-YSD Cricket Oval,Singapore,Qatar,Qatar,141,Yes,No
1671,1349385,2022-12-19,UKM-YSD Cricket Oval,Bahrain,Malaysia,Malaysia,180,Yes,No
1672,1349386,2022-12-21,UKM-YSD Cricket Oval,Singapore,Bahrain,Bahrain,169,Yes,No
1673,1349388,2022-12-22,UKM-YSD Cricket Oval,Malaysia,Singapore,Malaysia,224,No,Yes
1674,1349390,2022-12-23,UKM-YSD Cricket Oval,Singapore,Qatar,Qatar,165,Yes,No
1675,1349391,2022-12-23,UKM-YSD Cricket Oval,Malaysia,Bahrain,Bahrain,154,Yes,No
1676,1351400,2023-03-09,Zahur Ahmed Chowdhury Stadium,England,Bangladesh,Bangladesh,157,Yes,No
1677,1351401,2023-03-12,Shere Bangla National Stadium,England,Bangladesh,Bangladesh,118,Yes,No
1678,1351402,2023-03-14,Shere Bangla National Stadium,Bangladesh,England,Bangladesh,159,No,Yes
1679,1354800,2023-02-25,La Manga Club Bottom Ground,Isle of Man,Spain,Spain,67,Yes,No
1680,1354801,2023-02-25,La Manga Club Bottom Ground,Isle of Man,Spain,Spain,117,Yes,No
1681,1354802,2023-02-26,La Manga Club Bottom Ground,Isle of Man,Spain,Spain,133,Yes,No
1682,1354803,2023-02-26,La Manga Club Bottom Ground,Isle of Man,Spain,Spain,11,Yes,No
1683,1355720,2023-03-27,Zahur Ahmed Chowdhury Stadium,Bangladesh,Ireland,Bangladesh,104,No,Yes
1684,1355721,2023-03-29,Zahur Ahmed Chowdhury Stadium,Bangladesh,Ireland,Bangladesh,203,No,Yes
1685,1355722,2023-03-31,Zahur Ahmed Chowdhury Stadium,Bangladesh,Ireland,Ireland,125,Yes,No
1686,1357694,2023-02-16,Zayed Cricket Stadium,United Arab Emirates,Afghanistan,Afghanistan,143,Yes,No
1687,1357695,2023-02-18,Zayed Cricket Stadium,Afghanistan,United Arab Emirates,United Arab Emirates,138,Yes,No
1688,1357696,2023-02-19,Zayed Cricket Stadium,United Arab Emirates,Afghanistan,Afghanistan,164,Yes,No
1689,1359786,2023-02-21,St Albans Club,Argentina,Bermuda,Bermuda,78,Yes,No
1690,1359787,2023-02-22,Belgrano Athletic Club Ground,Bermuda,Argentina,Bermuda,227,No,Yes
1691,1359788,2023-02-28,St Albans Club,Cayman Islands,Bahamas,Cayman Islands,126,No,Yes
1692,1359789,2023-02-28,Belgrano Athletic Club Ground,Bermuda,Panama,Bermuda,197,No,Yes
1693,1359792,2023-02-26,Hurlingham Club Ground,Panama,Bahamas,Bahamas,102,Yes,No
1694,1359793,2023-02-26,Belgrano Athletic Club Ground,Bermuda,Argentina,Bermuda,221,No,Yes
1695,1359794,2023-02-25,Hurlingham Club Ground,Panama,Argentina,Panama,140,No,Yes
1696,1359795,2023-02-25,St Albans Club,Bermuda,Cayman Islands,Bermuda,174,No,Yes
1697,1359798,2023-03-02,St Albans Club,Argentina,Bahamas,Argentina,118,No,Yes
1698,1359799,2023-03-02,Hurlingham Club Ground,Cayman Islands,Panama,Cayman Islands,139,No,Yes
1699,1359800,2023-03-04,Hurlingham Club Ground,Bahamas,Bermuda,Bermuda,74,Yes,No
1700,1359802,2023-03-04,Belgrano Athletic Club Ground,Argentina,Cayman Islands,Cayman Islands,126,Yes,No
1701,1361770,2023-03-08,Mission Road Ground,Kuwait,Malaysia,Malaysia,159,Yes,No
1702,1361771,2023-03-08,Mission Road Ground,Hong Kong,Bahrain,Hong Kong,154,No,Yes
1703,1361772,2023-03-09,Mission Road Ground,Malaysia,Bahrain,Malaysia,201,No,Yes
1704,1361773,2023-03-09,Mission Road Ground,Hong Kong,Kuwait,Hong Kong,162,No,Yes
1705,1361774,2023-03-11,Mission Road Ground,Kuwait,Bahrain,Bahrain,157,Yes,No
1706,1361775,2023-03-11,Mission Road Ground,Malaysia,Hong Kong,Hong Kong,96,Yes,No
1707,1361776,2023-03-12,Mission Road Ground,Bahrain,Kuwait,Kuwait,136,Yes,No
1708,1362242,2023-03-12,Mission Road Ground,Hong Kong,Malaysia,Hong Kong,183,No,Yes
1709,1362815,2023-03-24,Sharjah Cricket Stadium,Pakistan,Afghanistan,Afghanistan,93,Yes,No
1710,1362816,2023-03-26,Sharjah Cricket Stadium,Pakistan,Afghanistan,Afghanistan,131,Yes,No
1711,1362817,2023-03-27,Sharjah Cricket Stadium,Pakistan,Afghanistan,Pakistan,183,No,Yes
1712,1367722,2023-04-10,Santarem Cricket Ground,Portugal,Gibraltar,Portugal,209,No,Yes
1713,1367723,2023-04-11,Santarem Cricket Ground,Gibraltar,Portugal,Portugal,167,Yes,No
1714,1367724,2023-04-11,Santarem Cricket Ground,Gibraltar,Portugal,Portugal,129,Yes,No
1715,1367725,2023-05-04,Europa Sports Complex,Gibraltar,Portugal,Portugal,172,Yes,No
1716,1367726,2023-05-04,Europa Sports Complex,Portugal,Malta,Portugal,161,No,Yes
1717,1367727,2023-05-05,Europa Sports Complex,Gibraltar,Malta,Gibraltar,177,No,Yes
1718,1367728,2023-05-06,Europa Sports Complex,Gibraltar,Portugal,Portugal,91,Yes,No
1719,1367729,2023-05-05,Europa Sports Complex,Portugal,Malta,Portugal,163,No,Yes
1720,1367730,2023-05-06,Europa Sports Complex,Gibraltar,Malta,Gibraltar,144,No,Yes
1721,1367731,2023-05-07,Europa Sports Complex,Malta,Gibraltar,Malta,166,No,Yes
1722,1367732,2023-05-07,Europa Sports Complex,Gibraltar,Portugal,Portugal,125,Yes,No
1723,1367733,2023-05-06,Europa Sports Complex,Malta,Portugal,Portugal,157,Yes,No
1724,1370782,2023-05-18,Svanholm Park,Norway,Denmark,Denmark,100,Yes,No
1725,1370783,2023-05-18,Svanholm Park,Denmark,Finland,Denmark,176,No,Yes
1726,1370785,2023-05-19,Svanholm Park,Denmark,Sweden,Sweden,110,Yes,No
1727,1370787,2023-05-19,Svanholm Park,Finland,Denmark,Denmark,93,Yes,No
1728,1370790,2023-05-20,Solvangs Park,Finland,Norway,Norway,103,Yes,No
1729,1377015,2023-07-14,Sylhet International Cricket Stadium,Afghanistan,Bangladesh,Bangladesh,155,Yes,No
1730,1377016,2023-07-16,Sylhet International Cricket Stadium,Afghanistan,Bangladesh,Bangladesh,119,Yes,No
1731,1377727,2023-08-17,Dubai International Cricket Stadium,New Zealand,United Arab Emirates,New Zealand,156,No,Yes
1732,1377728,2023-08-19,Dubai International Cricket Stadium,New Zealand,United Arab Emirates,United Arab Emirates,143,Yes,No
1733,1377729,2023-08-20,Dubai International Cricket Stadium,New Zealand,United Arab Emirates,New Zealand,167,No,Yes
1734,1379575,2023-06-17,Gymkhana Club Ground,Botswana,Uganda,Uganda,65,Yes,No
1735,1379576,2023-06-17,Gymkhana Club Ground,Rwanda,Kenya,Kenya,100,Yes,No
1736,1379577,2023-06-10,Gymkhana Club Ground,Kenya,Uganda,Kenya,186,No,Yes
1737,1379578,2023-06-11,Gymkhana Club Ground,Rwanda,Uganda,Uganda,82,Yes,No
1738,1379579,2023-06-18,Gymkhana Club Ground,Botswana,Rwanda,Rwanda,99,Yes,No
1739,1379580,2023-06-11,Gymkhana Club Ground,Botswana,Kenya,Kenya,93,Yes,No
1740,1379581,2023-06-18,Gymkhana Club Ground,Kenya,Uganda,Uganda,118,Yes,No
1741,1379582,2023-06-14,Gymkhana Club Ground,Rwanda,Kenya,Kenya,93,Yes,No
1742,1379583,2023-06-14,Gymkhana Club Ground,Uganda,Botswana,Uganda,154,No,Yes
1743,1379584,2023-06-15,Gymkhana Club Ground,Rwanda,Uganda,Uganda,86,Yes,No
1744,1379585,2023-06-19,Gymkhana Club Ground,Botswana,Kenya,Kenya,132,Yes,No
1745,1379586,2023-06-13,Gymkhana Club Ground,Rwanda,Botswana,Rwanda,159,No,Yes
1746,1379587,2023-06-19,Gymkhana Club Ground,Uganda,Rwanda,Uganda,154,No,Yes
1747,1379589,2023-06-13,Gymkhana Club Ground,Uganda,Kenya,Uganda,176,No,Yes
1748,1379590,2023-06-15,Gymkhana Club Ground,Botswana,Kenya,Botswana,146,No,Yes
1749,1379592,2023-06-21,Gymkhana Club Ground,Uganda,Kenya,Uganda,126,No,Yes
1750,1380583,2023-06-10,Bayer Uerdingen Cricket Ground,Belgium,Germany,Germany,165,Yes,No
1751,1380584,2023-06-11,Bayer Uerdingen Cricket Ground,Belgium,Germany,Germany,149,Yes,No
1752,1380587,2023-06-11,Scott Page Field,Hungary,Czech Republic,Czech Republic,139,Yes,No
1753,1381217,2023-08-03,Brian Lara Stadium,West Indies,India,West Indies,150,No,Yes
1754,1381218,2023-08-06,Providence Stadium,India,West Indies,West Indies,153,Yes,No
1755,1381219,2023-08-08,Providence Stadium,West Indies,India,India,160,Yes,No
1756,1381220,2023-08-12,Central Broward Regional Park Stadium Turf Ground,West Indies,India,India,179,Yes,No
1757,1381221,2023-08-13,Central Broward Regional Park Stadium Turf Ground,India,West Indies,West Indies,166,Yes,No
1758,1381451,2023-06-29,Sportpark Het Schootsveld,Austria,Germany,Germany,115,Yes,No
1759,1381452,2023-06-30,Sportpark Het Schootsveld,Austria,Germany,Germany,122,Yes,No
1760,1381453,2023-06-23,National Sports Academy,Serbia,Turkey,Serbia,182,No,Yes
1761,1381454,2023-06-23,National Sports Academy,Croatia,Bulgaria,Bulgaria,76,Yes,No
1762,1381455,2023-06-23,National Sports Academy,Bulgaria,Serbia,Serbia,167,Yes,No
1763,1381456,2023-06-24,National Sports Academy,Croatia,Turkey,Turkey,84,Yes,No
1764,1381457,2023-06-24,National Sports Academy,Croatia,Serbia,Serbia,77,Yes,No
1765,1381458,2023-06-24,National Sports Academy,Turkey,Bulgaria,Bulgaria,148,Yes,No
1766,1383068,2023-07-20,Grange Cricket Club Ground,Austria,Jersey,Jersey,105,Yes,No
1767,1383069,2023-07-20,Goldenacre,Ireland,Italy,Ireland,159,No,Yes
1768,1383070,2023-07-20,Goldenacre,Scotland,Germany,Scotland,138,No,Yes
1769,1383071,2023-07-21,Grange Cricket Club Ground,Denmark,Ireland,Ireland,123,Yes,No
1770,1383072,2023-07-21,Goldenacre,Austria,Germany,Germany,84,Yes,No
1771,1383073,2023-07-21,Grange Cricket Club Ground,Scotland,Jersey,Scotland,150,No,Yes
1772,1383074,2023-07-23,Grange Cricket Club Ground,Ireland,Austria,Ireland,227,No,Yes
1773,1383075,2023-07-23,Goldenacre,Italy,Jersey,Italy,184,No,Yes
1774,1383076,2023-07-23,Grange Cricket Club Ground,Denmark,Germany,Germany,125,Yes,No
1775,1383077,2023-07-24,Grange Cricket Club Ground,Scotland,Italy,Scotland,246,No,Yes
1776,1383078,2023-07-24,Goldenacre,Austria,Denmark,Denmark,98,Yes,No
1777,1383079,2023-07-24,Goldenacre,Jersey,Ireland,Ireland,79,Yes,No
1778,1383080,2023-07-25,Grange Cricket Club Ground,Italy,Denmark,Italy,151,No,Yes
1779,1383081,2023-07-25,Goldenacre,Scotland,Austria,Scotland,233,No,Yes
1780,1383082,2023-07-25,Grange Cricket Club Ground,Jersey,Germany,Jersey,191,No,Yes
1781,1383083,2023-07-27,Grange Cricket Club Ground,Scotland,Denmark,Scotland,160,No,Yes
1782,1383086,2023-07-28,Grange Cricket Club Ground,Germany,Italy,Italy,142,Yes,No
1783,1383087,2023-07-28,Goldenacre,Jersey,Denmark,Jersey,160,No,Yes
1784,1383088,2023-07-28,Grange Cricket Club Ground,Scotland,Ireland,Scotland,214,No,Yes
1785,1383089,2023-07-22,Amini Park,Japan,Philippines,Japan,167,No,Yes
1786,1383090,2023-07-22,Amini Park,Vanuatu,Papua New Guinea,Papua New Guinea,72,Yes,No
1787,1383091,2023-07-23,Amini Park,Japan,Vanuatu,Japan,132,No,Yes
1788,1383093,2023-07-25,Amini Park,Vanuatu,Philippines,Philippines,98,Yes,No
1789,1383094,2023-07-25,Amini Park,Japan,Papua New Guinea,Papua New Guinea,88,Yes,No
1790,1383095,2023-07-26,Amini Park,Papua New Guinea,Vanuatu,Papua New Guinea,149,No,Yes
1791,1383096,2023-07-26,Amini Park,Japan,Philippines,Japan,128,No,Yes
1792,1383097,2023-07-28,Amini Park,Japan,Vanuatu,Vanuatu,137,Yes,No
1793,1383098,2023-07-28,Amini Park,Papua New Guinea,Philippines,Papua New Guinea,230,No,Yes
1794,1383099,2023-07-29,Amini Park,Philippines,Vanuatu,Vanuatu,95,Yes,No
1795,1383100,2023-07-29,Amini Park,Japan,Papua New Guinea,Papua New Guinea,107,Yes,No
1796,1383101,2023-07-26,Bayuemas Oval,China,Malaysia,Malaysia,24,Yes,No
1797,1383102,2023-07-26,Bayuemas Oval,Bhutan,Myanmar,Bhutan,106,No,Yes
1798,1383103,2023-07-27,Bayuemas Oval,China,Thailand,Thailand,27,Yes,No
1799,1383104,2023-07-27,Bayuemas Oval,Malaysia,Bhutan,Malaysia,181,No,Yes
1800,1383105,2023-07-28,Bayuemas Oval,Thailand,Myanmar,Thailand,141,No,Yes
1801,1383106,2023-07-30,Bayuemas Oval,Bhutan,China,Bhutan,144,No,Yes
1802,1383107,2023-07-30,Bayuemas Oval,Malaysia,Myanmar,Malaysia,220,No,Yes
1803,1383108,2023-07-31,Bayuemas Oval,Bhutan,Thailand,Thailand,84,Yes,No
1804,1383109,2023-07-31,Bayuemas Oval,Myanmar,China,China,78,Yes,No
1805,1383110,2023-08-01,Bayuemas Oval,Thailand,Malaysia,Malaysia,94,Yes,No
1806,1384582,2023-07-10,Marsa Sports Club,France,Malta,France,116,No,Yes
1807,1384583,2023-07-10,Marsa Sports Club,Malta,France,Malta,126,No,Yes
1808,1384584,2023-07-11,Marsa Sports Club,Malta,Luxembourg,Malta,180,No,Yes
1809,1384585,2023-07-11,Marsa Sports Club,France,Luxembourg,France,178,No,Yes
1810,1384586,2023-07-12,Marsa Sports Club,Malta,Luxembourg,Luxembourg,164,Yes,No
1811,1384587,2023-07-12,Marsa Sports Club,Luxembourg,France,France,111,Yes,No
1812,1384588,2023-07-12,Marsa Sports Club,France,Malta,France,154,No,Yes
1813,1384589,2023-07-13,Marsa Sports Club,Luxembourg,Malta,Malta,175,Yes,No
1814,1384590,2023-07-13,Marsa Sports Club,Romania,Switzerland,Switzerland,135,Yes,No
1815,1384591,2023-07-13,Marsa Sports Club,France,Romania,France,192,No,Yes
1816,1384592,2023-07-14,Marsa Sports Club,Luxembourg,Switzerland,Switzerland,119,Yes,No
1817,1384593,2023-07-14,Marsa Sports Club,Malta,Romania,Malta,188,No,Yes
1818,1384594,2023-07-14,Marsa Sports Club,France,Switzerland,Switzerland,149,Yes,No
1819,1384595,2023-07-15,Marsa Sports Club,Romania,Luxembourg,Luxembourg,163,Yes,No
1820,1384596,2023-07-15,Marsa Sports Club,Malta,Switzerland,Switzerland,157,Yes,No
1821,1384597,2023-07-15,Marsa Sports Club,France,Luxembourg,Luxembourg,188,Yes,No
1822,1384598,2023-07-16,Marsa Sports Club,France,Malta,Malta,79,Yes,No
1823,1384599,2023-07-16,Marsa Sports Club,Luxembourg,Romania,Romania,150,Yes,No
1824,1384600,2023-07-16,Marsa Sports Club,Malta,Switzerland,Switzerland,165,Yes,No
1825,1384634,2023-08-18,Malahide,Ireland,India,India,46,Yes,No
1826,1384637,2023-08-20,Malahide,India,Ireland,India,186,No,Yes
1827,1387243,2023-08-14,Sportpark Het Schootsveld,Guernsey,Germany,Germany,99,Yes,No
1828,1387244,2023-08-14,Sportpark Het Schootsveld,Germany,Guernsey,Guernsey,165,Yes,No
1829,1387245,2023-08-15,Sportpark Het Schootsveld,Guernsey,Germany,Guernsey,173,No,Yes
1830,1390167,2023-08-05,GB Oval,Hungary,Croatia,Hungary,210,No,Yes
1831,1390169,2023-08-06,GB Oval,Croatia,Hungary,Hungary,64,Yes,No
1832,1391332,2023-08-18,Moara Vlasiei Cricket Ground,Romania,Malta,Malta,163,Yes,No
1833,1391333,2023-08-19,Moara Vlasiei Cricket Ground,Romania,Malta,Malta,148,Yes,No
1834,1391335,2023-08-19,Moara Vlasiei Cricket Ground,Malta,Romania,Romania,116,Yes,No
1835,1391336,2023-08-20,Moara Vlasiei Cricket Ground,Malta,Romania,Romania,157,Yes,No
1836,1391337,2023-08-20,Moara Vlasiei Cricket Ground,Romania,Malta,Romania,191,No,Yes
1837,1393309,2023-08-20,Gahanga International Cricket Stadium,Uganda,Rwanda,Uganda,147,No,Yes
1838,1393310,2023-08-20,Gahanga International Cricket Stadium,Tanzania,Uganda,Uganda,144,Yes,No
1839,1393311,2023-08-21,Gahanga International Cricket Stadium,Uganda,Tanzania,Tanzania,177,Yes,No
1840,1393312,2023-08-22,Gahanga International Cricket Stadium,Uganda,Rwanda,Uganda,187,No,Yes
1841,1393328,2023-08-22,Gahanga International Cricket Stadium,Rwanda,Tanzania,Tanzania,155,Yes,No
